id,toxic,severe_toxic,obscene,threat,insult,identity_hate
6044863,0.0,0.0,0.0,0.0,0.0,0.0
6102620,0.0,0.0,0.0,0.0,0.0,0.0
14563293,0.0,0.0,0.0,0.0,0.0,0.0
21086297,0.0,0.0,0.0,0.0,0.0,0.0
22982444,0.0,0.0,0.0,0.0,0.0,0.0
24388733,0.0,0.0,0.0,0.0,0.0,0.0
26195914,0.0,0.0,0.0,0.0,0.0,0.0
31769073,0.0,0.0,0.0,0.0,0.0,0.0
35289443,0.0,0.0,0.0,0.0,0.0,0.0
38393350,0.0,0.0,0.0,0.0,0.0,0.0
51720630,0.0,0.0,0.0,0.0,0.0,0.0
52808210,0.0,0.0,0.0,0.0,0.0,0.0
53780387,0.0,0.0,0.0,0.0,0.0,0.0
55969236,0.0,0.0,0.0,0.0,0.0,0.0
59321043,0.0,0.0,0.0,0.0,0.0,0.0
59993753,0.0,0.0,0.0,0.0,0.0,0.0
60087415,0.0,0.0,0.0,0.0,0.0,0.0
62246374,0.0,0.0,0.0,0.0,0.0,0.0
63082469,0.0,0.0,0.0,0.0,0.0,0.0
66675140,0.0,0.0,0.0,0.0,0.0,0.0
68336055,0.0,0.0,0.0,0.0,0.0,0.0
70790434,1.0,0.0,1.0,0.0,0.0,0.0
71559114,0.0,0.0,0.0,0.0,0.0,0.0
72407499,0.0,0.0,0.0,0.0,0.0,0.0
75557079,0.0,0.0,0.0,0.0,0.0,0.0
75694081,0.0,0.0,0.0,0.0,0.0,0.0
82999985,0.0,0.0,0.0,0.0,0.0,0.0
84135100,0.0,0.0,0.0,0.0,0.0,0.0
88993345,0.0,0.0,0.0,0.0,0.0,0.0
90125467,0.0,0.0,0.0,0.0,0.0,0.0
91278723,0.0,0.0,0.0,0.0,0.0,0.0
102342662,0.0,0.0,0.0,0.0,0.0,0.0
104301519,0.0,0.0,0.0,0.0,0.0,0.0
104642481,0.0,0.0,0.0,0.0,0.0,0.0
